nx,ny,nz
-6.898186989964111282e-01,-2.638303951846046047e-01,-6.741985501998903896e-01
-6.242979695354760050e-01,-2.731323690671063065e-01,-7.318816531391341140e-01
-5.531312678955520035e-01,-2.738360687367631385e-01,-7.868034112375554834e-01
-4.772298572856126242e-01,-2.645960500396799531e-01,-8.379979675503712588e-01
-3.980760921343945991e-01,-2.435412648615485620e-01,-8.844337607648444788e-01
-3.181395556411326653e-01,-2.075359149647369172e-01,-9.250492241692936934e-01
-2.420754649989731444e-01,-1.498921687419771109e-01,-9.586093088403416784e-01
-1.813816458625207018e-01,-5.144038954748859221e-02,-9.820664869892495874e-01
-1.827907192278634962e-01,1.728960250425674028e-01,-9.678297977891774373e-01
-4.747381241081945480e-01,8.716965046290695573e-01,-1.215274344981209786e-01
-3.671899993389927119e-01,4.398601907046388315e-01,8.195697145567968356e-01
-3.756419054677508362e-01,2.298933796923163519e-01,8.977985257451707168e-01
-4.238152991999011854e-01,1.072009247639869045e-01,8.993823179793142275e-01
-4.782884324228723338e-01,9.153799147661911134e-03,8.781551021155862280e-01
-5.299709240368714047e-01,-7.903322076870343549e-02,8.443249195010353869e-01
-5.752778015609389950e-01,-1.619082667581281942e-01,8.017737612235709133e-01
-6.125612146442467321e-01,-2.409240159985245044e-01,7.528109834671036227e-01
-6.411093882100877828e-01,-3.164262258557901664e-01,6.991803743952968997e-01
-6.607615408734058837e-01,-3.883614268028117711e-01,6.423158010467175938e-01
-6.717065205428525143e-01,-4.565669952518122132e-01,5.834011733849582271e-01
-6.743465985312577793e-01,-5.208934052371545498e-01,5.233800965166368613e-01
-6.691918495242942244e-01,-5.812473450414850085e-01,4.629619772859099869e-01
-6.567763458531603593e-01,-6.375939989067375135e-01,4.026396951194518570e-01
-6.375948497147370109e-01,-6.899384156106461718e-01,3.427211552879588230e-01
-6.120596776876909839e-01,-7.382976986415744625e-01,2.833715919590292787e-01
-5.804764818144364513e-01,-7.826711323074154736e-01,2.246618630586023624e-01
-5.430367956576374056e-01,-8.230123537639529863e-01,1.666184386969321307e-01
-4.998249939499354033e-01,-8.592057912263745267e-01,1.092720629713130887e-01
-4.508377518291324382e-01,-8.910486447618557460e-01,5.270326549383631126e-02
-3.960147799021482284e-01,-9.182395048097274914e-01,-2.916488614690725904e-03
-3.352801093197846360e-01,-9.403750214249911865e-01,-5.728933037190062083e-02
-2.685931311080854700e-01,-9.569565377974146303e-01,-1.099632424419178522e-01
-1.960077137140939507e-01,-9.674089295747511086e-01,-1.603151245004913183e-01
-1.177359610825616243e-01,-9.711136781728911815e-01,-2.075487112306024229e-01
-3.421071421654715838e-02,-9.674571073374862440e-01,-2.507117318654580873e-01
5.386174572145630002e-02,-9.558925148486635548e-01,-2.887358869349889168e-01
1.454692769715160705e-01,-9.360117116033487283e-01,-3.205008037411983257e-01
2.392923337046855836e-01,-9.076177758431906994e-01,-3.449190513781821288e-01
3.337411454160086888e-01,-8.707876996389307678e-01,-3.610341119810564492e-01
4.270335140238964988e-01,-8.259124299159802396e-01,-3.681182364549240860e-01
5.173068284824842156e-01,-7.737037724110581438e-01,-3.657541766846842957e-01
6.027494433739039037e-01,-7.151630203659954388e-01,-3.538855221868166256e-01
6.817308222037409271e-01,-6.515139072263024245e-01,-3.328253517208811796e-01
7.529091276912500685e-01,-5.841102764706712636e-01,-3.032210915496428849e-01
8.152997904987407951e-01,-5.143341400867552649e-01,-2.659824128658273001e-01
8.682974090834525427e-01,-4.435008838103636220e-01,-2.221859028795253876e-01
9.116531272201333636e-01,-3.727852549169230478e-01,-1.729732041279110621e-01
9.454174392960355000e-01,-3.031759231364757334e-01,-1.194580474696995687e-01
9.698624438843236328e-01,-2.354599861881598866e-01,-6.265329079145579017e-02
9.853977852228384959e-01,-1.702336158528484911e-01,-3.423581690169793471e-03
9.924919737054487268e-01,-1.079320277940147149e-01,5.753572374216617269e-02
9.916069909929323689e-01,-4.887109122957337959e-02,1.196962482953132512e-01
9.831503801861206648e-01,6.706438764795873662e-03,1.826755419287985072e-01
9.674461746710283361e-01,5.858567646817736813e-02,2.462023915951265240e-01
9.447242416435958079e-01,1.065394665106423888e-01,3.100732967002488016e-01
9.151267001373836196e-01,1.502962609447528741e-01,3.741044728971971711e-01
8.787295988889888276e-01,1.895180498996527907e-01,4.380835545859142477e-01
8.355775793561989184e-01,2.237896459112322101e-01,5.017253265085990233e-01
7.857285583300076537e-01,2.526196780286638632e-01,5.646361048474868305e-01
7.293046198761383714e-01,2.754521611347104382e-01,6.262913685765904015e-01
6.665447676671300004e-01,2.916852216407444520e-01,6.860304688364515791e-01
5.978557539017526068e-01,3.006902213115262845e-01,7.430705809909260440e-01
5.238600252123037926e-01,3.018192284554043758e-01,7.965399094327595408e-01
4.454470977458624970e-01,2.943780678746095725e-01,8.455284952408168575e-01
3.638529727777955469e-01,2.775135553077333062e-01,8.891553524672852760e-01
2.808474292960668195e-01,2.498687006887848616e-01,9.266554666508416416e-01
1.993269016581070974e-01,2.084695250965842295e-01,9.575015631221621693e-01
1.258351476599100238e-01,1.440940359666419979e-01,9.815306538321931784e-01
8.933843641821805071e-02,7.264300665346207393e-03,9.959748358840153637e-01
4.810252067885371630e-01,-8.409049046132276439e-01,-2.479792165312720842e-01
2.664018049457760884e-01,-2.426933578756289289e-01,-9.328075966482501924e-01
3.067927613571206913e-01,-1.146742212593657717e-01,-9.448428570706510765e-01
3.658922425537021184e-01,-2.770542467206175974e-02,-9.302447399919892002e-01
4.249080037027304635e-01,4.974506322627021693e-02,-9.038686945978241516e-01
4.790586150967292567e-01,1.239622137846888433e-01,-8.689857380044868629e-01
5.263632602930526927e-01,1.965224925384371490e-01,-8.272367424988738005e-01
5.658325906569364738e-01,2.676403088352661830e-01,-7.798731591977141608e-01
5.969861661076842907e-01,3.370671868630487622e-01,-7.280063385824873112e-01
6.196702319444616913e-01,4.044119035555343578e-01,-6.726513330875710794e-01
6.339595935563460127e-01,4.692747557610873477e-01,-6.147165504061562480e-01
6.400849632460424710e-01,5.313057365035179780e-01,-5.549823908780950887e-01
6.383691542841621880e-01,5.902241114195869720e-01,-4.940853379300814141e-01
6.291692664004938651e-01,6.458151380634024052e-01,-4.325145565934319092e-01
6.128267445743140751e-01,6.979124931193450010e-01,-3.706231685720530744e-01
5.896282727284614111e-01,7.463723339012718894e-01,-3.086532669291212061e-01
5.597799607865427962e-01,7.910436284971700260e-01,-2.467719054427547076e-01
5.233963143522593064e-01,8.317384816701965944e-01,-1.851145489458536908e-01
4.805046517193269917e-01,8.682055087960135475e-01,-1.238324439407681027e-01
4.310651305078764817e-01,9.001089500733108206e-01,-6.314056745191366782e-02
3.750061888596404325e-01,9.270162080200879950e-01,-3.362794228692708980e-03
3.122746114559011299e-01,9.483967085199697111e-01,5.502954032657327715e-02
2.428981888073030726e-01,9.636351283717452532e-01,1.113903462697808516e-01
1.670567964201319366e-01,9.720616677777731418e-01,1.648882676449015816e-01
8.515475865002825051e-02,9.730007158217327534e-01,2.145187033562604151e-01
-2.115855830677638039e-03,9.658366462464372804e-01,2.591430028411687014e-01
-9.373374887167214287e-02,9.500916519879357702e-01,2.975564436292676973e-01
-1.883415976058669117e-01,9.255061355694308434e-01,3.285815509650653610e-01
-2.842834581582496245e-01,8.921085215596562534e-01,3.511770225658720768e-01
-3.796886431950398100e-01,8.502601115351330341e-01,3.645466732271370747e-01
-4.725944403764578139e-01,8.006631095293874623e-01,3.682296565514445730e-01
-5.610902297357877044e-01,7.443263962680917167e-01,3.621546215549327208e-01
-6.434593056587086801e-01,6.824925569294172378e-01,3.466468400218853940e-01
-7.182945699820226793e-01,6.165382863448499728e-01,3.223871154455414945e-01
-7.845705092576806816e-01,5.478656909889974003e-01,2.903313635146778093e-01
-8.416642520336985456e-01,4.778025187818102926e-01,2.516069154341997738e-01
-8.893293717394511466e-01,4.075252983226397840e-01,2.074039531652094592e-01
-9.276341697259393726e-01,3.380126945868304755e-01,1.588781465621280364e-01
-9.568797955987222714e-01,2.700295448259790176e-01,1.070752151341390901e-01
-9.775129773444996006e-01,2.041368986558791676e-01,5.288199816810220527e-02
-9.900447950699273747e-01,1.407207326503671363e-01,-2.996524201337980118e-03
-9.949825974102060044e-01,8.003162199335736582e-02,-6.003807401934362770e-02
-9.927782011576375965e-01,2.222876914514671648e-02,-1.178869166977283417e-01
-9.837926740854225915e-01,-3.257645576727478259e-02,-1.763256899759544916e-01
-9.682764465642195173e-01,-8.428059551854720499e-02,-2.352392489530761854e-01
-9.463630272893175377e-01,-1.327536787881200553e-01,-2.945733887302431353e-01
-9.180748281616611939e-01,-1.778114973631882423e-01,-3.542903912067011940e-01
-8.833400934921078473e-01,-2.191957011060287341e-01,-4.143229704541983027e-01
-8.420202559745358917e-01,-2.565631092675352831e-01,-4.745284601491798759e-01
-7.939468494328962844e-01,-2.894860476841117358e-01,-5.346458907275076777e-01
-7.389661743576428909e-01,-3.174657988059034763e-01,-5.942595895261257866e-01
-6.769882021000542816e-01,-3.399612857955402467e-01,-6.527735429515959531e-01
-6.080338423015041460e-01,-3.564351941234819576e-01,-7.094003094207284033e-01
-5.322716628179328113e-01,-3.664210012358685153e-01,-7.631661200645218912e-01
-4.500303837969577003e-01,-3.696199017679186460e-01,-8.129291370572450104e-01
-3.617622142793393558e-01,-3.660551547611946566e-01,-8.573982295249199526e-01
-2.678958603039054420e-01,-3.563736288941021235e-01,-8.951143193251235308e-01
-1.683735009666599280e-01,-3.426273586812322303e-01,-9.242601675152686269e-01
-6.090346670497925191e-02,-3.311334219242419441e-01,-9.416163893157646347e-01
6.979220944727418385e-02,-3.501698563489701876e-01,-9.340825012840189290e-01
4.818322936323265471e-01,-8.292790150061749577e-01,-2.830794165660932560e-01
-7.897971370760267784e-02,-3.959697279540896203e-02,9.960894962643188633e-01
-2.125641488945017032e-01,-1.794443806408773864e-02,9.769823333854714686e-01
-3.057484512818535727e-01,-5.703422785366033670e-02,9.504025365032886530e-01
-3.831480490869954569e-01,-1.126072544391737290e-01,9.167972397037964516e-01
-4.486668150652842746e-01,-1.753179029565374303e-01,8.763342524186168436e-01
-5.032142279950251318e-01,-2.413481172212379733e-01,8.297749857986407296e-01
-5.470991094719190873e-01,-3.084959137222059167e-01,7.781470527038796270e-01
-5.805904629277598428e-01,-3.752570024053221154e-01,7.225627284209321655e-01
-6.040652302082631930e-01,-4.405379925836793720e-01,6.641020062789901868e-01
-6.180233200330681465e-01,-5.035421133270120420e-01,6.037321558451812509e-01
-6.230513308322986887e-01,-5.637055502480136093e-01,5.422574036079964577e-01
-6.197680677916462821e-01,-6.206468426416296147e-01,4.802968237088245940e-01
-6.087692409926804826e-01,-6.741183688293338472e-01,4.182875040305099601e-01
-5.905812674581133459e-01,-7.239584188987128188e-01,3.565080282872243322e-01
-5.656292241863517534e-01,-7.700454879112956785e-01,2.951161250995960050e-01
-5.342206102011169966e-01,-8.122569141123368031e-01,2.341944600391949460e-01
-4.965445567868910781e-01,-8.504335296380900466e-01,1.737996397942460358e-01
-4.526853047618956682e-01,-8.843514749727934277e-01,1.140108923132984314e-01
-4.026487379767239583e-01,-9.137021599883419221e-01,5.497596418790509643e-02
-3.464009864705538400e-01,-9.380815889266089780e-01,-3.047800708014656700e-03
-2.839180741614897863e-01,-9.569907356757596517e-01,-5.965952560320025161e-02
-2.152448949292564695e-01,-9.698490468090532612e-01,-1.142911265604818483e-01
-1.405602606686562894e-01,-9.760230832349207075e-01,-1.661979365496412397e-01
-6.024245397976375760e-02,-9.748714019395352537e-01,-2.144681711092369381e-01
2.507293356857973055e-02,-9.658047544171025622e-01,-2.580552738224619058e-01
1.144532558268910594e-01,-9.483575417290219800e-01,-2.958351319169353899e-01
2.066580742772027579e-01,-9.222626857634629305e-01,-3.266863614912663416e-01
3.001661535007436044e-01,-8.875186724992889520e-01,-3.495867363869344935e-01
3.932434892055883258e-01,-8.444359047692335807e-01,-3.637135699062935545e-01
4.840476498082010304e-01,-7.936509643771029188e-01,-3.685322502284593127e-01
5.707551087527350520e-01,-7.361023863085706109e-01,-3.638569536280452099e-01
6.516918787711188932e-01,-6.729691783887261636e-01,-3.498716623028679251e-01
7.254460974658293315e-01,-6.055813735405717324e-01,-3.271072602256225315e-01
7.909450934657210608e-01,-5.353177459518652093e-01,-2.963794358445197563e-01
8.474876010510781210e-01,-4.635075978756924564e-01,-2.586995801623841462e-01
8.947313827520620988e-01,-3.913509867341276038e-01,-2.151747148268298993e-01
9.326445909617728791e-01,-3.198662385983703782e-01,-1.669121216529161900e-01
9.614338384432336015e-01,-2.498671881841910414e-01,-1.149406915119103034e-01
9.814627963673950850e-01,-1.819671888377465130e-01,-6.015581046899113465e-02
9.931730862919116998e-01,-1.166035992794743487e-01,-3.289574512096376125e-03
9.970157155651633296e-01,-5.407528812227758996e-02,5.509560899543788914e-02
9.933976531671033783e-01,5.413828350387259875e-03,1.145940362526946393e-01
9.826452211475579235e-01,6.171086733771335292e-02,1.749289518870273952e-01
9.649841136649347506e-01,1.146738455476668528e-01,2.359143266561192775e-01
9.405349484075782307e-01,1.641383285228661393e-01,2.974098517764232619e-01
9.093229303415966136e-01,2.098931958959353583e-01,3.592723962003796512e-01
8.712999795068762099e-01,2.516676301205564292e-01,4.213071915607659035e-01
8.263770941217013499e-01,2.891314183996583353e-01,4.832224345011043587e-01
7.744635077312981286e-01,3.219105916092223074e-01,5.445914488883699667e-01
7.155073363567434619e-01,3.496202463089676526e-01,6.048263676382956699e-01
6.495300624908716403e-01,3.719165422264547605e-01,6.631657285618142161e-01
5.766443279199929828e-01,3.885716894335309868e-01,7.186747256224271796e-01
4.970398953612654158e-01,3.995823533133619487e-01,7.702501446542011632e-01
4.109116741329742473e-01,4.053408849280996096e-01,8.166090637918130835e-01
3.182715181352690492e-01,4.069521945833133314e-01,8.562085914470236592e-01
2.184798956774758327e-01,4.069449589374559695e-01,8.869398714569953768e-01
1.089312693523964842e-01,4.112414573318360911e-01,9.049941670137234828e-01
-1.962042850870014676e-02,4.362024502071329968e-01,8.996346265114679719e-01
-2.068628561217254469e-01,5.445135913772135572e-01,8.128423632923245101e-01
-5.186574956213816368e-01,8.478772409809928190e-01,-1.099935746405938664e-01
-9.047701873052872712e-02,2.810676437011896955e-01,-9.554134648129555263e-01
1.056104511268876195e-01,1.539768807080950375e-01,-9.824141452667405350e-01
2.216226299494389596e-01,1.486507211742604806e-01,-9.637356343877019338e-01
3.096623324972791469e-01,1.793732777469178308e-01,-9.337743127023101497e-01
3.813921070425771997e-01,2.255891369575730721e-01,-8.964650589801927971e-01
4.405248561820885866e-01,2.796210726066530872e-01,-8.530825908668252522e-01
4.885449733455505816e-01,3.376661443392280915e-01,-8.045529093763038597e-01
5.262095909796006277e-01,3.974545373145982885e-01,-7.517535215275814586e-01
5.540421821650004519e-01,4.574658895152832749e-01,-6.955301721074615973e-01
5.725078115144301982e-01,5.166161428047270077e-01,-6.366651920346546589e-01
5.820660037663503150e-01,5.741101559086960737e-01,-5.758443332550590155e-01
5.831708560561462695e-01,6.293574292102083190e-01,-5.136350639750553171e-01
5.762489425403950483e-01,6.819123048879612847e-01,-4.504805929931551822e-01
5.616712190104530267e-01,7.314237224225562661e-01,-3.867102015887908251e-01
5.397286346613657804e-01,7.775894354179896384e-01,-3.225642119840793631e-01
5.106174598937668341e-01,8.201138844161692809e-01,-2.582305679803608145e-01
4.744379455574989080e-01,8.586708016568850299e-01,-1.938893761842100105e-01
4.312083508140940880e-01,8.928724955105153960e-01,-1.297615696152517595e-01
3.808952829614534186e-01,9.222483076440862737e-01,-6.615770903933500258e-02
3.234602642028024388e-01,9.462351976835595702e-01,-3.522519923032885365e-03
2.589210055841558722e-01,9.641837017551543321e-01,5.753001075106024126e-02
1.874236565801146726e-01,9.753822948237984569e-01,1.161970391120176749e-01
1.093192416656903615e-01,9.791020033970437852e-01,1.714892718088619206e-01
2.523402215957452205e-02,9.746605800837319089e-01,2.222611026619218388e-01
-6.387934846538781408e-02,9.615016259311609526e-01,2.672714952466336835e-01
-1.567237975726777366e-01,9.392793106589962804e-01,3.052736933349469162e-01
-2.516841225000772120e-01,9.079351121957468518e-01,3.351252519931356422e-01
-3.469018953359425672e-01,8.677510831362648114e-01,3.559032631603284424e-01
-4.403931972622177615e-01,8.193661464966325303e-01,3.670053811327841364e-01
-5.301928309376763293e-01,7.637482606793792872e-01,3.682175394132054524e-01
-6.145012716804584274e-01,7.021246142688762903e-01,3.597349206580880976e-01
-6.918093487750889281e-01,6.358814209166574472e-01,3.421324940434629092e-01
-7.609811559000017045e-01,5.664511802031683141e-01,3.162921763362713246e-01
-8.212859274510085905e-01,4.952064765698781512e-01,2.833019077489297155e-01
-8.723808863589093132e-01,4.233756326214955235e-01,2.443453760929233387e-01
-9.142558400097871019e-01,3.519887479621203186e-01,2.005995521332422926e-01
-9.471546508317739699e-01,2.818554303949710182e-01,1.531521588636807762e-01
-9.714886629865521206e-01,2.135699272172571772e-01,1.029449555685790357e-01
-9.877540996682652175e-01,1.475363166168792151e-01,5.074321499135236307e-02
-9.964611279690839263e-01,8.400578861197616209e-02,-2.871920308969368781e-03
-9.980781726696958955e-01,2.311907632656595019e-02,-5.749321307882512139e-02
-9.929919748941500313e-01,-3.505109780850820117e-02,-1.128643359889831693e-01
-9.814820860773995070e-01,-9.046084979384737268e-02,-1.688483028156674282e-01
-9.637078224405366544e-01,-1.430610895949075978e-01,-2.253902340626961764e-01
-9.397058481185870393e-01,-1.927696431914515396e-01,-2.824761647919478147e-01
-9.093971076705580359e-01,-2.394504115189426963e-01,-3.400888133764952137e-01
-8.726023810000914649e-01,-2.829008289730047809e-01,-3.981610297848824920e-01
-8.290658809325154310e-01,-3.228496805676314696e-01,-4.565280372890260785e-01
-7.784856712150941549e-01,-3.589683647348855811e-01,-5.148803480735564264e-01
-7.205479179569102000e-01,-3.908998737740893570e-01,-5.727198151027802497e-01
-6.549588043891200195e-01,-4.183113939568090522e-01,-6.293206990391192468e-01
-5.814628366844323271e-01,-4.409796889437369583e-01,-6.836942909619606601e-01
-4.998276641971652889e-01,-4.589265685408551732e-01,-7.345466021911214449e-01
-4.097582386657771525e-01,-4.726430943672329521e-01,-7.801965721486391336e-01
-3.106608374013268836e-01,-4.834987338286595993e-01,-8.183635002193030417e-01
-2.010570222053504608e-01,-4.945973694190264336e-01,-8.455468739139754275e-01
-7.705796236567326318e-02,-5.128722439248224463e-01,-8.549994923083684695e-01
7.208912633377410895e-02,-5.550936663443691854e-01,-8.286580594242712872e-01
2.770731751947239641e-01,-6.654276148972146920e-01,-6.931353005869185235e-01
5.301992410033021796e-01,-8.455603812660447138e-01,-6.258119903568071241e-02
2.907162128972884951e-01,-5.166060928490143755e-01,8.053584471463213212e-01
1.859605176573674370e-02,-2.894973908808268770e-01,9.569981439542710744e-01
-1.413620805158200266e-01,-2.344641685307592982e-01,9.617917216671281189e-01
-2.539218019902794721e-01,-2.415276693968277377e-01,9.365832068693875634e-01
-3.407125351725435736e-01,-2.754299306286543403e-01,8.989178614813441159e-01
-4.094574171044267352e-01,-3.226481900948924286e-01,8.533714132818498443e-01
-4.635036301303860351e-01,-3.766992412403028512e-01,8.020362002459331396e-01
-5.046483617617197881e-01,-4.339249986778106472e-01,7.463505386168582945e-01
-5.341044702630244334e-01,-4.920338669721077141e-01,6.874846097168489933e-01
-5.528540120839607885e-01,-5.495059245438173035e-01,6.264149425212590661e-01
-5.617689773636312944e-01,-6.053086188672963663e-01,5.639300417576509350e-01
-5.616369818038358108e-01,-6.587354545600119238e-01,5.006311032845366382e-01
-5.531504430853795284e-01,-7.092978189875492889e-01,4.369452955393318128e-01
-5.368869756108634039e-01,-7.566428928835521317e-01,3.731540004719628989e-01
-5.132945432233902983e-01,-8.004873069591064150e-01,3.094330029173490981e-01
-4.826875492980801097e-01,-8.405628234817248412e-01,2.459001210513003521e-01
-4.452561770934567731e-01,-8.765729083563612578e-01,1.826660151637158336e-01
-4.010894495637847834e-01,-9.081601823115211802e-01,1.198846808917820861e-01
-3.502116933847549962e-01,-9.348854743430972114e-01,5.780068925942215274e-02
-2.926315890044547396e-01,-9.562198755900256364e-01,-3.209773095373439581e-03
-2.284021572221749397e-01,-9.715517203993784268e-01,-6.260758073320789319e-02
-1.576884916932188574e-01,-9.802104932845456808e-01,-1.196734241274369920e-01
-8.083772780321638041e-02,-9.815088793359475483e-01,-1.735096007381306260e-01
1.557022422691318282e-03,-9.748022151635512556e-01,-2.230654993346319614e-01
8.860944532001131801e-02,-9.595614014790043722e-01,-2.671896012043297186e-01
1.791210704256928077e-01,-9.354513408438278610e-01,-3.047071233874231733e-01
2.716002982532544907e-01,-9.024032096068945741e-01,-3.345171524450102352e-01
3.643238905753190537e-01,-8.606668687621101821e-01,-3.556974047857073828e-01
4.554373045429043199e-01,-8.108309080282612991e-01,-3.676004627537336478e-01
5.430812596869554199e-01,-7.538027976646692885e-01,-3.699244349995649550e-01
6.255249563736675622e-01,-6.907495271486234767e-01,-3.627445653592544228e-01
7.012840591226291442e-01,-6.230076596956253265e-01,-3.464998187316531419e-01
7.692049509511945660e-01,-5.519781249774282639e-01,-3.219377159926634646e-01
8.285046889669821502e-01,-4.790232790374814309e-01,-2.900287546087517709e-01
8.787657572831482078e-01,-4.053814323761908422e-01,-2.518663099963999730e-01
9.198930721281521894e-01,-3.321085045881012610e-01,-2.085681591971439430e-01
9.520457153843751019e-01,-2.600498761189375951e-01,-1.611924866387354771e-01
9.755570833712566836e-01,-1.898398574519745419e-01,-1.106761293449539940e-01
9.908553396967353377e-01,-1.219226203654199120e-01,-5.779766809912624537e-02
9.983926525500543825e-01,-5.658710522790474234e-02,-3.163993677709279247e-03
9.985880160637534697e-01,5.991166894806695779e-03,5.278333158389564295e-02
9.917854196103084163e-01,6.570706933405497108e-02,1.097463552375856355e-01
9.782271441870891149e-01,1.224857132740729687e-01,1.675377701275549136e-01
9.580410181323169017e-01,1.762479255302602521e-01,2.260399883256798970e-01
9.312402612468203555e-01,2.268833753368689476e-01,2.851587449627021043e-01
8.977346397992145288e-01,2.742332154353289142e-01,3.447733459195692074e-01
8.573515454136718672e-01,3.180844069344557212e-01,4.046858505581137355e-01
8.098648439420285117e-01,3.581784005922943326e-01,4.645720265964145002e-01
7.550276160558808680e-01,3.942373248947501074e-01,5.239372392308114801e-01
6.926021465951391898e-01,4.260113376585388245e-01,5.820795535991515335e-01
6.223767197462760636e-01,4.533520337175868109e-01,6.380588940231093353e-01
5.441534766410883739e-01,4.763206452017330617e-01,6.906631862304670744e-01
4.576825547063746447e-01,4.953502699054533887e-01,7.383459820585744904e-01
3.624981512564288688e-01,5.115073895553264860e-01,7.790733474878771547e-01
2.575637881619320391e-01,5.269610723073552272e-01,8.099215537941669707e-01
1.405089165867221268e-01,5.459246504531395372e-01,8.259682320690324708e-01
5.925620142566802480e-03,5.767132350102279759e-01,8.169251689046944653e-01
-1.582373876322801243e-01,6.360568286731820287e-01,7.552434308575785016e-01
-3.708405715868737795e-01,7.494063514968091200e-01,5.485138018330639742e-01
-5.502080214372726541e-01,8.339065312889080150e-01,-4.325540682716306345e-02
-3.815582726263205826e-01,6.062502715915286666e-01,-6.977634934457491722e-01
-1.340449076287983099e-01,4.010755078829670306e-01,-9.061845285123814042e-01
3.751550533204008747e-02,3.229386503101985273e-01,-9.456760623995454917e-01
1.609520830520461687e-01,3.091358601020505747e-01,-9.372990168351681417e-01
2.559068403698435135e-01,3.270068195663157207e-01,-9.097132674689573095e-01
3.312700785257642333e-01,3.618552653814179343e-01,-8.713902122409211692e-01
3.912921952334489362e-01,4.062601368943618008e-01,-8.257379239928144266e-01
4.382513337542411347e-01,4.559889048409178081e-01,-7.746030513266838335e-01
4.735460150332934659e-01,5.083831984877092980e-01,-7.192361887040266133e-01
4.981604164604626073e-01,5.616550568514813158e-01,-6.605904908376274420e-01
5.128640282427029407e-01,6.145451435720469258e-01,-5.994203492097011088e-01
5.182910520507114649e-01,6.661353691362641438e-01,-5.363189865647680632e-01
5.149643647320525375e-01,7.157311232437931769e-01,-4.717421565604367761e-01
5.032964286314508540e-01,7.627767554860784838e-01,-4.060348830050909963e-01
4.835849848390644246e-01,8.067887267877162927e-01,-3.394665119955976307e-01
4.560140016077048331e-01,8.473003888940272565e-01,-2.722742759016322789e-01
4.206661876106339570e-01,8.838169919212792713e-01,-2.047131734704835115e-01
3.775507657370598125e-01,9.157819792766263012e-01,-1.371086639258966566e-01
3.266482233546526559e-01,9.425570857778486911e-01,-6.990764070699302668e-02
2.679717132260249213e-01,9.634195905331817134e-01,-3.722027348820693832e-03
2.016421365739725913e-01,9.775801838872875127e-01,6.064184057876487871e-02
1.279704674947374776e-01,9.842238921700728893e-01,1.221756503185919274e-01
4.753687311958394723e-02,9.825739437585162550e-01,1.796905416009662859e-01
-3.874736388837680956e-02,9.719742361617321746e-01,2.318722191844440894e-01
-1.296106205976248205e-01,9.519807287879498148e-01,2.773693909656620438e-01
-2.234376691492595268e-01,9.224470603112909783e-01,3.149079689817387284e-01
-3.183387375952165255e-01,8.835870456721348631e-01,3.434157551229596872e-01
-4.122665029861860564e-01,8.359983841598682686e-01,3.621367589704621581e-01
-5.031648616286016340e-01,7.806385809751581473e-01,3.707135388886702576e-01
-5.891246250529389439e-01,7.187543542732748314e-01,3.692212810354271180e-01
-6.685191049278002007e-01,6.517764268990888787e-01,3.581475892494452307e-01
-7.400978392681061280e-01,5.811989089790814411e-01,3.383238337927232386e-01
-8.030274046271530519e-01,5.084641381438235186e-01,3.108234348298688499e-01
-8.568803498045907130e-01,4.348699349320293561e-01,2.768468995870728699e-01
-9.015828893433731617e-01,3.615088835611124929e-01,2.376123329073071000e-01
-9.373369316440378629e-01,2.892413555879168596e-01,1.942650632352724838e-01
-9.645322426639677538e-01,2.186978471411289426e-01,1.478134111555922392e-01
-9.836614798019435169e-01,1.503028343141649681e-01,9.909163007529557532e-02
-9.952463468897354559e-01,8.431161989246307997e-02,4.874689481131119773e-02
-9.997787626713035003e-01,2.085273804374520798e-02,-2.754818962524459465e-03
-9.976775977248628635e-01,-4.002955800537236208e-02,-5.510939560402736831e-02
-9.892595052842192427e-01,-9.833615203235239466e-02,-1.081463471796059450e-01
-9.747215352470863792e-01,-1.540790382811409454e-01,-1.617948660740556321e-01
-9.541332701690408147e-01,-2.072531497707855719e-01,-2.160459087014154345e-01
-9.274367953140466581e-01,-2.578144064176027261e-01,-2.709109125545703378e-01
-8.944535520724901101e-01,-3.056645835841514391e-01,-3.263770909963393807e-01
-8.548976653087810851e-01,-3.506443372793555113e-01,-3.823591643775740012e-01
-8.083953043745699674e-01,-3.925368113813054172e-01,-4.386477898904128647e-01
-7.545086424993421303e-01,-4.310855456835699373e-01,-4.948554947623582945e-01
-6.927606475555901921e-01,-4.660318466961158590e-01,-5.503607935376276794e-01
-6.226529099001933965e-01,-4.971786607232417388e-01,-6.042488999694293206e-01
-5.436624344557211552e-01,-5.244913685016777682e-01,-6.552403846901654338e-01
-4.551933193294938618e-01,-5.482534052787032541e-01,-7.015819593163036272e-01
-3.564415088679021015e-01,-5.693116658746223413e-01,-7.408330971649658148e-01
-2.460961175152614755e-01,-5.894837998622688424e-01,-7.693799780627614826e-01
-1.217348547927867702e-01,-6.122713658754836974e-01,-7.812198151977128857e-01
2.129564615079604720e-02,-6.440946228669162110e-01,-7.646493394026736556e-01
1.911595510265493569e-01,-6.956812924239870188e-01,-6.924489623233029967e-01
3.931170088983815258e-01,-7.757919964178974226e-01,-4.935643783831270559e-01
5.606854392265531173e-01,-8.273369943550024086e-01,-3.384281328373810183e-02
4.809371640684592664e-01,-6.870774156603037808e-01,5.446320492840521776e-01
2.478061899594597162e-01,-4.938177242713531756e-01,8.335083367388943509e-01
